USER_ID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,Party
3216,1997,Male,"$75,000 - $100,000",Single (no kids),Current K-12,No,,,,No,No,Private,No,No,No,No,Yes,No,Yes,Science,Try first,,,,,Giving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Yes,,Republican
5037,1998,Female,"$25,001 - $50,000",Single (no kids),Current K-12,,,,,,,,Yes,No,No,Yes,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
703,1963,Male,"$100,001 - $150,000",Married (w/kids),,No,Yes,No,No,No,No,Public,No,No,No,Yes,Yes,No,Yes,Science,Study first,Yes,No,No,No,Giving,No,No,Pragmatist,No,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,No,P.M.,No,End,Yes,No,Me,Yes,Yes,No,Yes,Yes,TMI,Yes,No,Talk,Technology,No,Yes,No,No,No,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,No,Online,Yes,No,Yes,Yes,Grrr people,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Own,Pessimist,Dad,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Democrat
6012,1943,Male,"over $150,000",Married (no kids),Bachelor's Degree,,,,,,,,No,Yes,No,No,Yes,No,Yes,Science,Try first,No,Yes,No,Yes,Giving,Yes,No,Pragmatist,No,No,Hot headed,Standard hours,Yes,Happy,No,Yes,No,Yes,A.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,No,No,Mysterious,No,Yes,Talk,Technology,Yes,No,No,Yes,No,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Own,Optimist,Dad,No,No,No,No,Nope,Yes,,,,,,,,,,Democrat
6061,,Female,"$75,000 - $100,000",Single (no kids),Bachelor's Degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,No,,,,,,,,,,,,No,,,,,,,,No,Cautious,Yes,Umm...,No,Space,Yes,Online,No,No,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,Democrat
5896,1956,Female,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,No,Yes,No,No,Yes,Yes,Public,No,Yes,No,No,No,No,Yes,Art,Study first,Yes,No,No,,Giving,No,No,Pragmatist,No,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,Yes,Circumstances,Yes,Yes,No,Yes,No,Mysterious,No,Yes,Tunes,People,No,Yes,Yes,No,Yes,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Space,No,Online,No,No,Yes,Yes,Yay people!,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Own,Optimist,Dad,No,Yes,Yes,No,Check!,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Democrat
2928,1997,Male,"$100,001 - $150,000",Single (no kids),Current K-12,,Yes,No,No,Yes,Yes,Private,No,Yes,Yes,Yes,Yes,Yes,Yes,Art,Study first,Yes,Yes,,,,,No,Pragmatist,Yes,No,Hot headed,Odd hours,No,Right,No,Yes,No,Yes,P.M.,No,Start,No,No,Circumstances,No,No,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,No,Mac,No,Cautious,No,,,,,,,No,Yes,,,,,,,,,No,No,No,No,Yes,No,Rent,Optimist,Dad,No,Yes,Yes,Yes,Check!,No,No,No,Yes,No,No,Yes,Yes,No,No,Republican
3210,1995,Female,"$100,001 - $150,000",Single (no kids),Current Undergraduate,,,,,Yes,Yes,Public,,Yes,No,Yes,Yes,Yes,Yes,Science,Try first,Yes,Yes,Yes,No,Giving,Yes,,,,,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,No,,,Yes,,,,,,,,Yes,Yes,,,,No,,,,,,,,,,,No,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Democrat
1919,1985,Male,"$25,001 - $50,000",Married (no kids),High School Diploma,No,No,No,Yes,Yes,No,Private,Yes,No,No,Yes,Yes,No,Yes,Science,Try first,No,No,Yes,No,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,No,Yes,No,A.M.,Yes,Start,Yes,Yes,Me,Yes,Yes,No,No,No,TMI,No,No,Tunes,Technology,Yes,No,Yes,No,Yes,Demanding,Yes,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,Yes,No,Yes,Grrr people,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Rent,Optimist,Dad,No,No,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Republican
4966,1958,Male,"$100,001 - $150,000",Married (w/kids),High School Diploma,,,,,,,,,Yes,No,No,No,No,Yes,Science,Try first,No,Yes,Yes,No,Giving,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
2587,1993,Female,,Single (no kids),,,Yes,,,Yes,No,Private,Yes,No,No,No,Yes,Yes,Yes,Art,Try first,Yes,Yes,No,No,Giving,Yes,Yes,Idealist,No,No,Hot headed,Odd hours,No,Right,Yes,Yes,No,No,P.M.,Yes,End,No,No,Circumstances,No,No,Yes,No,Yes,TMI,No,No,Tunes,People,Yes,Yes,No,No,Yes,Demanding,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,,Yes,Yes,Yay people!,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Own,Optimist,Mom,No,,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Republican
6857,1997,Female,"under $25,000",Single (no kids),Current K-12,,,,,,,,,,,No,No,Yes,Yes,Science,Try first,Yes,,,No,Giving,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
2657,1933,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,,,,,,,,,,,,,,,,Try first,Yes,Yes,Yes,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,,No,,Yes,End,Yes,Yes,,No,No,Yes,Yes,Yes,Mysterious,No,No,Talk,Technology,Yes,No,Yes,Yes,Yes,Supportive,,,Yes,Risk-friendly,No,Yes!,No,Socialize,No,Online,No,Yes,No,Yes,Yay people!,,,,,,,,No,No,No,No,Yes,Own,,,,,,,,,,,Yes,Yes,No,,,Yes,Yes,Republican
446,1961,Male,"$75,000 - $100,000",Domestic Partners (w/kids),Current Undergraduate,Yes,Yes,No,No,No,Yes,Public,No,Yes,No,No,Yes,No,No,Science,Study first,No,No,No,No,Giving,Yes,No,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,A.M.,No,Start,Yes,Yes,Me,,,,,,Mysterious,Yes,Yes,Tunes,Technology,Yes,No,Yes,Yes,No,Demanding,No,PC,Yes,Risk-friendly,Yes,,,,,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,No,Yes,Yes,No,Only-child,No,No,Yes,Democrat
2710,1959,Male,"$75,000 - $100,000",Single (no kids),High School Diploma,No,Yes,No,Yes,Yes,No,Private,No,No,No,No,No,No,,,Study first,No,Yes,Yes,Yes,Giving,Yes,No,Idealist,Yes,No,Cool headed,Standard hours,,,,,,,,,,,,,Yes,No,No,Yes,Yes,TMI,No,Yes,Tunes,Technology,Yes,No,No,Yes,No,Supportive,No,PC,No,Risk-friendly,No,Yes!,No,Space,No,Online,Yes,Yes,Yes,Yes,Yay people!,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Own,Optimist,Dad,Yes,Yes,No,Yes,Nope,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Democrat
2920,1949,Male,"over $150,000",Married (w/kids),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Mysterious,No,Yes,Talk,Technology,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
5512,,Male,"over $150,000",Married (w/kids),Doctoral Degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,No,Yes,No,TMI,,No,,People,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
3820,1969,Male,"$25,001 - $50,000",Single (no kids),,,No,,,,Yes,Public,,Yes,No,Yes,,No,Yes,,,,,Yes,,,Yes,No,,,,,Odd hours,No,,,Yes,No,Yes,P.M.,,,Yes,No,,,,Yes,Yes,,,Yes,,,,No,No,,,Yes,,No,,Yes,,,,No,,Yes,,No,,Yes,Yes,,Yes,No,Yes,No,,No,No,No,,,,,Rent,,,Yes,Yes,,,,Yes,Yes,No,,,,Yes,Yes,,,Republican
6165,,Female,"$75,000 - $100,000",Single (no kids),Doctoral Degree,Yes,Yes,,Yes,Yes,Yes,Public,Yes,No,No,Yes,No,Yes,Yes,,Study first,Yes,,,Yes,Receiving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,,,Yes,Yes,Yes,Yes,,Yes,,No,,Circumstances,No,No,No,,Yes,TMI,No,Yes,Tunes,People,No,Yes,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,Yes,Umm...,No,Space,No,,No,No,Yes,Yes,Grrr people,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
1450,1978,Male,"$25,001 - $50,000",Single (no kids),Associate's Degree,Yes,Yes,,,,,,,Yes,Yes,Yes,No,No,Yes,Science,Try first,Yes,No,Yes,Yes,Giving,Yes,Yes,Idealist,No,No,Cool headed,Odd hours,,,,,Yes,No,P.M.,Yes,,Yes,No,,,No,No,No,No,TMI,,No,,,,,,,,Supportive,No,,No,Cautious,,Umm...,Yes,Space,No,In-person,No,,,,,Yes,,,,,No,,No,No,Yes,No,No,Rent,Pessimist,Dad,,Yes,No,No,Nope,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Republican
4819,1956,Female,"over $150,000",Married (no kids),High School Diploma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMI,No,Yes,Tunes,Technology,Yes,No,No,No,Yes,Supportive,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Republican
411,1996,Male,,,Current K-12,,No,No,No,Yes,Yes,Public,No,Yes,No,No,No,,Yes,Science,Study first,No,No,Yes,No,Receiving,No,Yes,,,,,,,,,,,,,,Start,Yes,Yes,Me,No,Yes,Yes,Yes,No,Mysterious,No,,Tunes,Technology,No,,No,,,,,,No,Risk-friendly,,Yes!,Yes,Space,,Online,No,Yes,No,Yes,Grrr people,Yes,,,,,Yes,,Yes,,,,Yes,,Optimist,,Yes,No,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Democrat
1304,1957,Male,"over $150,000",Married (w/kids),Master's Degree,,No,No,No,No,Yes,Private,No,Yes,No,Yes,No,Yes,Yes,Art,Try first,No,Yes,Yes,Yes,Receiving,Yes,No,Pragmatist,Yes,No,Hot headed,Standard hours,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,End,Yes,No,Circumstances,No,No,No,Yes,Yes,Mysterious,Yes,No,Talk,People,Yes,No,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Only-child,No,Yes,Yes,Republican
6184,1992,Male,"under $25,000",Single (no kids),Current Undergraduate,Yes,Yes,No,No,Yes,Yes,Public,Yes,,No,Yes,Yes,,Yes,,Try first,,,Yes,No,,No,Yes,Idealist,No,No,Cool headed,Standard hours,,Happy,,Yes,No,Yes,P.M.,Yes,,Yes,No,,Yes,Yes,Yes,Yes,Yes,Mysterious,No,No,,,Yes,Yes,Yes,No,Yes,,No,PC,No,Cautious,Yes,Umm...,,Socialize,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
5078,1993,Male,"under $25,000",Single (no kids),High School Diploma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Tunes,People,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Rent,,,,,,,,,,,,,,,,,,Republican
3863,1991,Male,"$25,001 - $50,000",Single (no kids),Associate's Degree,Yes,No,No,Yes,No,No,Public,Yes,Yes,Yes,,,No,Yes,Science,Try first,No,Yes,No,Yes,Giving,Yes,No,Pragmatist,Yes,No,Hot headed,Standard hours,Yes,Happy,No,,,,,Yes,Start,Yes,Yes,Me,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,Yes,No,Yes,No,Yes,Demanding,Yes,PC,No,Cautious,No,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Rent,Optimist,Dad,Yes,Yes,No,Yes,Nope,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Republican
4447,1979,Female,"$50,000 - $74,999",Married (w/kids),Associate's Degree,No,No,No,Yes,No,Yes,Public,Yes,Yes,No,Yes,Yes,No,Yes,Science,Study first,Yes,No,Yes,Yes,Giving,Yes,Yes,Pragmatist,No,Yes,Hot headed,Standard hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,Yes,Yes,Me,No,Yes,No,No,Yes,Mysterious,No,No,Talk,Technology,No,Yes,No,No,Yes,Supportive,Yes,PC,No,Cautious,Yes,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Own,Pessimist,Dad,No,No,Yes,Yes,Check!,Yes,No,No,No,Yes,No,Yes,No,No,No,Democrat
5443,1990,Female,"$25,001 - $50,000",Single (no kids),Master's Degree,,No,No,Yes,,,,,,,,,,,,Study first,No,Yes,,No,Giving,,,,,,,,,,,,,,,Yes,,Yes,No,,Yes,,Yes,,No,Mysterious,No,No,,,,,,,,,No,Mac,,,,,,,,,,Yes,Yes,Yes,Yay people!,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Rent,Optimist,Dad,No,,,,Check!,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Republican
2174,1993,Female,"$25,001 - $50,000",Single (no kids),Current Undergraduate,Yes,Yes,No,No,No,Yes,Public,No,Yes,No,,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,Yes,Receiving,Yes,Yes,,,,,Odd hours,No,Right,No,No,,,P.M.,No,Start,No,No,Circumstances,No,Yes,Yes,Yes,No,,No,No,Tunes,People,,No,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,,Yes!,No,Space,No,In-person,No,Yes,Yes,No,Grrr people,No,No,Yes,,No,Yes,No,Yes,Yes,No,Yes,No,Rent,Pessimist,Dad,No,No,Yes,No,Check!,No,No,No,No,No,No,Only-child,No,No,No,Republican
3112,1999,Female,"under $25,000",Single (no kids),Current K-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,No,Democrat
2672,1952,Male,"over $150,000",Married (no kids),Associate's Degree,,,No,Yes,Yes,Yes,Public,No,No,No,No,Yes,,,,Study first,Yes,Yes,Yes,No,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Odd hours,Yes,Happy,No,Yes,Yes,No,A.M.,Yes,End,Yes,Yes,Me,Yes,No,Yes,No,Yes,Mysterious,Yes,No,Talk,Technology,Yes,,,,,,,,,Risk-friendly,,Yes!,No,Space,No,Online,No,No,No,Yes,Yay people!,Yes,Yes,No,Yes,No,No,,No,No,No,Yes,Yes,Own,Optimist,Dad,Yes,No,,,Check!,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Republican
2200,1984,Male,"under $25,000",Single (w/kids),Current Undergraduate,,,,,,,,,,,,,,,,,,,Yes,No,Giving,No,No,,Yes,No,,,,,,,,,,,,,,,,,,,,,Yes,No,Tunes,People,No,Yes,No,No,No,Supportive,No,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican
1480,1977,Male,"under $25,000",Single (no kids),Bachelor's Degree,No,No,No,Yes,Yes,Yes,Public,,,,,,Yes,No,Science,Try first,No,Yes,Yes,No,Giving,No,,,,,Cool headed,Odd hours,Yes,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,Yes,Me,,,,,Yes,TMI,Yes,No,Tunes,Technology,No,No,No,Yes,Yes,Supportive,Yes,PC,Yes,Risk-friendly,No,,,,,In-person,Yes,Yes,Yes,Yes,Yay people!,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Rent,Optimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Democrat
2323,1969,Male,"over $150,000",Married (no kids),Bachelor's Degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Yes,Yes,No,Yes,,,,,,,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Republican
775,1984,Male,"under $25,000",Single (no kids),Master's Degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunes,Technology,No,Yes,Yes,No,Yes,Demanding,No,Mac,,,,,,,,,,,,Yes,Grrr people,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Rent,Pessimist,Mom,No,Yes,No,Yes,Check!,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Democrat
6927,1994,Male,"$100,001 - $150,000",Single (no kids),Current Undergraduate,,,,,,,Private,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
2507,1985,Female,,Single (no kids),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
2486,1964,Male,"$25,001 - $50,000",Married (w/kids),Bachelor's Degree,,,,,,,,,,,,,,,,,,,,No,Giving,No,Yes,,,,,,,,Yes,No,,Yes,P.M.,,,,,,,,,,,,,,,,,,,,,,,,No,,,Umm...,No,Space,,In-person,,Yes,,Yes,,Yes,,No,,,,,,,,,,,,,,,Yes,Yes,Nope,Yes,No,No,Yes,Yes,,,,,,Republican
6911,1988,Female,"under $25,000",Single (no kids),Associate's Degree,Yes,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Art,Try first,Yes,Yes,Yes,Yes,Giving,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democrat
2780,1993,Male,"under $25,000",Single (no kids),Current Undergraduate,,No,No,No,No,Yes,Public,Yes,Yes,No,No,Yes,Yes,,,Study first,Yes,,Yes,No,Giving,No,No,,,Yes,Hot headed,Odd hours,,Happy,,Yes,No,,P.M.,Yes,Start,Yes,No,Circumstances,,Yes,Yes,Yes,Yes,TMI,Yes,No,Tunes,Technology,Yes,Yes,,No,No,Demanding,No,PC,Yes,Cautious,No,Umm...,Yes,Space,Yes,Online,No,No,Yes,Yes,Yay people!,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Rent,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Democrat
1839,1970,Male,"over $150,000",Married (w/kids),Bachelor's Degree,No,Yes,No,Yes,No,No,Public,Yes,Yes,No,Yes,No,No,Yes,Science,Try first,No,Yes,No,Yes,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,No,End,Yes,No,Me,No,No,Yes,Yes,Yes,TMI,No,Yes,Talk,People,Yes,No,No,No,Yes,Demanding,No,,No,Cautious,No,Umm...,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Own,Optimist,Dad,No,No,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Republican
1470,1980,Male,"$50,000 - $74,999",Single (no kids),Associate's Degree,Yes,No,No,Yes,Yes,Yes,Public,No,Yes,Yes,Yes,Yes,No,Yes,Science,Try first,No,No,No,Yes,Giving,No,No,Idealist,Yes,Yes,Hot headed,Standard hours,Yes,Right,Yes,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Me,Yes,Yes,No,No,Yes,TMI,Yes,Yes,Tunes,People,No,No,No,Yes,No,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,Yes,Socialize,Yes,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Own,Optimist,Dad,Yes,No,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Republican
414,1986,Female,"under $25,000",Married (w/kids),Associate's Degree,No,No,No,No,Yes,No,Public,No,Yes,No,Yes,Yes,No,Yes,Art,Try first,Yes,No,Yes,Yes,Giving,Yes,Yes,Idealist,No,No,Hot headed,Odd hours,No,Happy,Yes,No,No,No,P.M.,Yes,End,Yes,No,Circumstances,No,No,No,Yes,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,Yes,Yes!,No,Socialize,No,In-person,Yes,Yes,No,Yes,Grrr people,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Rent,Optimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,No,No,Yes,No,Only-child,Yes,No,Yes,Democrat
805,1992,Female,"under $25,000",Single (no kids),Current Undergraduate,No,No,No,No,No,No,Public,Yes,No,Yes,No,No,Yes,Yes,Art,Study first,No,No,No,No,Giving,No,No,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,No,No,No,A.M.,Yes,End,Yes,No,Me,Yes,No,Yes,Yes,No,TMI,No,Yes,Tunes,People,Yes,Yes,No,Yes,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Yay people!,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Rent,Optimist,Dad,No,Yes,Yes,Yes,Nope,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Republican
3916,1986,Male,"over $150,000",Single (no kids),High School Diploma,No,No,No,Yes,No,No,Public,No,Yes,No,Yes,No,No,No,Science,Study first,Yes,Yes,No,Yes,Giving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,No,Yes,Yes,P.M.,Yes,End,Yes,Yes,Me,No,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,Yes,Yes!,No,Space,No,In-person,No,No,Yes,Yes,Yay people!,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Own,Optimist,Dad,No,Yes,No,Yes,Nope,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Democrat
1113,1985,Female,"$25,001 - $50,000",Single (no kids),Associate's Degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,Mysterious,No,,Tunes,Technology,Yes,No,Yes,No,Yes,,Yes,PC,,Cautious,No,Yes!,Yes,Space,No,,,,Yes,Yes,Grrr people,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Rent,Pessimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,,No,Yes,Democrat
39,1942,Male,"$100,001 - $150,000",Married (w/kids),Master's Degree,No,No,No,No,,No,Private,,,,No,,Yes,Yes,Science,Study first,Yes,,Yes,Yes,,Yes,No,Pragmatist,No,No,Cool headed,,Yes,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,,No,TMI,Yes,Yes,Tunes,,Yes,No,No,Yes,Yes,Supportive,No,Mac,No,Risk-friendly,Yes,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Own,Optimist,Mom,,No,Yes,,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Democrat
1391,1976,Male,"over $150,000",Married (w/kids),Doctoral Degree,,No,No,Yes,No,Yes,Private,No,Yes,No,Yes,No,Yes,Yes,Science,Study first,No,Yes,No,Yes,Giving,Yes,No,Idealist,No,No,,Odd hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,Start,,Yes,Me,No,No,,,,,No,Yes,Tunes,People,Yes,No,Yes,Yes,Yes,,No,PC,No,,No,,No,,Yes,In-person,No,,Yes,Yes,Yay people!,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,,,,Optimist,Dad,,No,No,Yes,Check!,No,No,No,No,Yes,,Yes,No,Yes,No,Republican
